x1,x2,x3,y
-958,9550,-8408,22347
7823,-4477,-8207,48087
-1535,-1580,995,-7593
-9046,4943,2878,-35775
5924,-2374,-7252,39525
3406,-3465,-8463,35604
8459,2333,-2099,31671
-7440,2296,8174,-46845
634,4937,3791,-9474
-638,8082,-8558,23757
-5276,-9685,-3883,-4182
4310,8076,-8781,39270
3588,-5158,3094,1479
9862,3471,8473,4164
-3860,-9628,7553,-34242
5205,-1520,-4347,28653
6975,-3193,2845,12387
-5217,600,2852,-24210
-8711,1434,-3570,-15426
1058,-3264,-5355,19236
-9603,6661,5078,-44046
60,-2182,6133,-18222
1209,-7454,8516,-21924
-6569,-876,-8971,7203
-3332,-8666,1791,-15372
8918,-6988,6387,7590
-5069,-3805,4461,-28593
-4112,8691,8409,-37566
-5715,7467,9091,-44421
6689,4822,1074,16842
-5229,-5160,8022,-39756
-3425,-8569,-4679,3759
9070,-2443,-279,28044
-855,-7476,-6763,17721
-8989,2412,4434,-40272
4874,-2406,8896,-12069
-4110,-1317,5199,-27930
6185,-4089,-3026,27630
-1918,3640,-2652,2199
7779,414,-3141,32757
8993,3356,-7709,50103
-67,6549,2924,-8976
5033,-292,-9559,43773
-2314,-7047,-4930,7845
8929,-2653,8219,2127
3334,-7376,-757,12270
-1840,-8003,2110,-11853
-5,-3697,-6644,19914
-6519,-40,5218,-35214
-713,-2438,6579,-21879
-2897,337,8008,-32718
-2016,-7184,6606,-25869
-6111,-7810,8371,-43449
-4435,6846,5105,-28623
-7483,2596,-7545,183
3520,3007,5282,-5289
6091,7620,3558,7596
-2438,-3227,-7331,14676
-3340,5897,541,-11646
-7961,9264,-2513,-16347
9655,2386,8587,3201
-5835,9210,-3144,-8076
4269,-776,-2619,20661
8038,6067,-5295,39996
-6054,-295,-2910,-9435
692,9054,1118,-1281
-1629,2892,-1306,-972
-5680,-5571,3330,-27033
-6847,-502,-3623,-9675
1615,8275,6333,-14157
5863,183,7495,-4899
-1334,4081,4601,-17808
-7420,2404,-8481,3180
6915,733,2085,14487
-5052,-527,3720,-26319
-5217,1920,-1579,-10917
2985,6287,-6236,27660
-2315,2696,5461,-23331
-7979,-4655,8885,-50595
7885,-7813,4267,10851
9825,-7590,1445,25137
-5219,772,-4642,-1734
-1763,-7489,7599,-28089
-1655,2860,-1041,-1845
-7910,1218,9590,-52503
8481,2229,1615,20595
-3228,-2326,1507,-14208
-3702,-8847,-9843,18420
-4635,830,-9668,15096
-8202,3696,7472,-47025
-8836,2546,-6220,-7851
-8654,-397,-1874,-20343
1785,2857,-1546,9990
-9331,5548,-5648,-11052
3271,1049,-5450,26160
1021,-5281,8889,-23607
4123,2777,-3321,22329
7772,-356,-2181,29856
-911,9192,-7772,20580
9864,4098,-1573,34308
7177,-9946,7318,-426
-2173,2081,-1862,-936
-5669,-6265,-4198,-4416
-9594,-8727,7394,-50967
-9655,9759,6496,-48456
-6188,261,-2359,-11490
-2138,2440,-9388,21747
-7307,660,686,-23982
-7039,7177,6380,-40260
1550,-9962,-4848,19191
-1978,4527,-1709,-810
8673,9639,4249,13269
4755,-6001,-2102,20568
3116,-303,2741,1122
-8104,-5271,-8722,1851
-8169,3013,293,-25389
-9010,-6812,1057,-30204
-9406,1299,-2209,-21594
3025,8075,1872,3456
-7573,5983,-7832,774
-3064,-5055,6329,-28182
-1153,-7534,6381,-22605
-4659,4118,8437,-39291
5153,8158,-7390,37626
3586,393,9249,-16992
-9594,-8289,3648,-39729
1232,-9874,-2086,9951
-2623,-1808,-839,-5355
-1972,-6897,-7529,16668
9458,-9973,8751,2118
9846,1055,-4053,41694
-2733,4756,2534,-15804
6170,5102,2828,10023
1415,8068,-2426,11520
8695,-3140,5504,9570
6752,-2902,511,18720
-7634,-2431,4549,-36552
6774,-3618,6217,1668
3362,-6061,-2699,18180
3348,6541,-4901,24744
2069,-1608,-4081,18447
-6476,8768,6451,-38784
3432,5751,-669,12300
3355,5693,1704,4950
-3134,-7543,6146,-27843
-8467,4227,-6109,-7077
-2416,7220,-2733,948
-8250,-7782,-5357,-8682
2102,5269,-9388,34467
-2724,6639,-2084,-1923
7344,64,-8830,48519
-6752,-9007,730,-22449
4241,7119,474,11298
5783,-3594,3341,7323
9509,-2263,-3739,39741
-5407,-9799,5006,-31242
-1132,169,-4399,9798
-5276,5741,-2005,-9816
7935,-6622,-8014,47844
1027,-2800,-1335,7083
6490,5197,-3903,31176
2030,-8600,-3457,16458
-875,1013,-5089,12639
9232,-5115,-1168,31197
5869,6062,-881,20247
395,-7926,-9996,31170
-197,7588,7509,-23121
-9021,-4691,5856,-44634
-2093,7703,2151,-12735
-196,3807,9306,-28509
6650,891,-5721,37110
-5946,-3492,-8736,8367
-3661,8575,3537,-21597
-5149,-7583,-280,-14610
-1051,-2890,-7157,18315
-389,-332,795,-3555
814,8716,4328,-10545
5790,-7699,8121,-6996
5303,2683,2034,9804
5680,-2817,-7189,38604
-7597,2321,7374,-44916
-8379,3697,-3959,-13263
2107,4603,8330,-18672
-8587,8266,6946,-46602
5051,7298,1458,10776
6652,-5004,4858,5379
8906,8299,4829,12228
1244,498,2633,-4170
-3662,-2774,2745,-19224
2708,9005,-2458,15495
-1149,4820,7138,-24864
3688,-1781,2413,3822
6338,-7080,9209,-8616
8461,-3278,2635,17475
5565,-3605,7768,-6612
-7898,6483,-2309,-16770
-9788,2718,-1150,-25917
-4377,4716,-1703,-8025
5069,8781,-8865,41799
-1594,-8064,9204,-32397
378,5356,3398,-9063
9674,7593,-2602,36825
2168,2820,-1855,12066
2334,4195,-8920,33759
1823,-8456,-7218,27120
-4393,-3362,8366,-38280
-4239,-5146,-6982,8226
-3648,7155,8916,-37695
-9317,-9542,-2999,-18957
6154,7475,-9466,46857
-2114,-4500,-9289,21522
-2588,-9719,-7456,14601
-5494,-1703,3090,-25755
8416,88,3645,14310
6849,-1440,7823,-2925
6819,-8014,-7432,42750
-2504,-8162,2280,-14355
2044,-7930,-7936,29937
-6804,-2203,-7383,1734
3819,3059,4537,-2157
-8757,-5488,-7886,-2616
-3815,-8440,-8768,14856
9712,-3205,-9934,58935
4213,5326,-8497,38127
7594,-1599,-1014,25821
349,6435,5871,-16569
-2729,-8706,7492,-30666
1916,-6860,1685,690
5777,-8006,1844,11796
-1285,-5896,-9881,25785
-1520,-7527,7445,-26898
-3270,-5485,-1322,-5847
-9150,6028,4573,-41172
-9645,7778,-6312,-10002
7770,1851,-896,25995
-8790,-5765,-6734,-6171
-9310,4305,136,-28341
9688,1579,6730,8871
-1662,-7970,-4209,7638
3606,6718,8991,-16158
2261,-7440,-7,6801
-4763,6993,-3820,-2832
-5779,-5304,7283,-39189
-7940,7927,9456,-52191
-4687,5830,-7320,7896
8996,-4929,3363,16896
9711,9481,-9963,59019
1347,8380,-2502,11544
-2382,-3427,6298,-26043
-5755,-3571,-2664,-9276
-7616,401,-3208,-13227
1537,-3390,-8294,29490
7213,-6072,1393,17457
3020,2670,-6723,29226
-8233,-6816,-8172,-186
7224,-6596,363,20580
-6852,3899,5118,-35913
-6158,9752,4849,-33024
2596,8912,-4562,21471
5092,-3753,-8566,40971
-5975,-6750,-7359,4149
-2850,7043,4920,-23313
-6640,8849,-2446,-12585
-2718,1527,-2637,-246
-894,3273,-7058,18489
6414,-205,8390,-5931
7905,4533,977,20781
-46,8138,6506,-19659
-5397,-7263,-2878,-7560
-221,8004,-5368,15438
1235,-6848,-9266,31500
-2810,8316,5938,-26247
2604,7034,-8320,32769
9706,945,3120,19755
3440,-6606,-4055,22482
7049,7042,-6144,39576
-6647,-6275,-4442,-6618
9488,1782,-2383,35610
-2030,-7464,348,-7137
-1448,-7088,7907,-28068
-2577,-5809,-131,-7341
1360,3636,2027,-2004
-2498,-3678,-9690,21573
-5533,-8120,-6472,2814
-8479,-8092,-9760,3840
-4450,6077,-6979,7584
6066,-1313,6350,-855
-1887,-9234,5382,-21810
6557,-4912,-3350,29718
-7667,2615,-7989,963
853,-6802,-7330,24546
9188,-7506,7200,5961
7207,-6345,5738,4404
9126,4532,-3953,39234
9379,-7915,-8978,55068
872,-6903,1659,-2364
-6706,241,-7049,1026
571,9608,-8885,28365
-7566,-1059,-9472,5715
-3501,-1749,-1046,-7368
2617,-1540,5771,-9465
-1581,6030,9702,-33852
-8579,-4545,-7131,-4347
-9184,5115,2164,-34047
-6840,1810,4401,-33726
6980,5438,-3441,31260
-3930,1495,5614,-28635
-1139,-8368,22,-3486
8409,971,-9914,54966
5733,4086,-2532,24792
-4244,-7859,-7474,9687
8945,3526,1610,22002
-4529,-8446,7390,-35760
-760,8231,4051,-14436
-4695,9503,-6396,5100
4938,-1357,8385,-10344
-6812,3405,9471,-48852
5764,7684,-1351,21342
137,8277,-746,2646
-4287,-3836,2300,-19764
5621,1063,9232,-10836
9450,-1716,-1436,32655
7463,-6176,2505,14871
7182,-5284,-9820,51003
808,6923,-9151,29874
-6556,3028,-1169,-16164
7461,6586,3670,11370
7272,8940,-559,23490
8852,6287,884,23901
-4419,7623,-9370,14850
9959,885,-7261,51657
6767,-8632,-3115,29643
-180,2205,6157,-19014
4613,231,4659,-141
6775,1434,7191,-1251
877,-5517,8465,-22767
9976,-2877,-6914,50667
-3225,-9828,2134,-16080
1587,-1586,-2465,12153
6643,1193,3403,9717
-7899,7959,-873,-21081
6486,6585,-9229,47142
4514,-591,-2645,21474
230,1429,9722,-28479
2536,-6359,-7373,29724
-3880,8070,426,-12921
-5396,4953,-2910,-7461
8576,-8432,-5524,42297
4469,3617,8670,-12606
5050,-7192,-1166,18645
2424,2768,5005,-7746
9451,-2622,2064,22158
-9697,1421,-8826,-2616
9164,-6367,4500,13989
-2059,-8201,-5978,11754
-2724,-8425,341,-9198
-6714,6383,2027,-26226
-1992,-1361,-5024,9093
5091,1129,-6490,34740
-2356,1087,-6534,12531
6871,5311,-5845,38145
-8059,-8752,2223,-30849
-8700,5725,-9188,1461
4004,-7372,-5211,27642
-3866,-2629,-4054,561
878,-1666,-7679,25668
1450,-922,8364,-20745
-9711,-5045,7879,-52773
4806,-8862,7194,-7167
-3948,-7853,-5875,5778
-7365,-6357,-7684,954
-1859,6997,-5253,10179
-5103,-8834,9239,-43029
4330,-4369,7823,-10482
8241,-1596,-2968,33624
-4776,-4881,-2940,-5511
5431,-2848,2750,8040
-5191,7015,8802,-41982
-5174,704,-9096,11763
-4323,1842,-3665,-1977
8047,5924,-579,25875
-8567,-7928,9151,-53157
49,-1613,-6926,20922
9375,-5289,7880,4482
1647,-3344,-4144,17370
2540,6233,5543,-9012
-9645,-4567,7026,-50016
8685,4243,7420,3792
2685,5769,2715,-93
6563,-6565,2720,11526
5137,8136,-6363,34497
-3333,-5006,-6481,9441
5835,1836,8320,-7458
-951,-3886,-1080,384
-8640,9446,3937,-37734
4055,8844,4063,-27
-1108,6950,-5760,13953
4209,4643,2444,5292
2580,-7981,7569,-14970
-4276,8844,-6809,7596
-1217,-4276,-8686,22404
-7924,325,864,-26367
-3900,6807,6953,-32562
5624,-4233,-2980,25809
6402,4060,8836,-7305
-2372,2976,-7234,14583
8087,-1388,614,22416
5106,-5386,-3483,25764
432,8277,-5945,19128
-9289,-331,-4597,-14079
-5106,-8729,5761,-32604
-7061,3173,-152,-20730
7743,3810,3249,13479
-8824,-3470,6936,-47283
-8588,-1790,-431,-24474
7141,-1970,-7342,43446
815,-7332,-8171,26955
2075,-6589,-2586,13980
6825,9948,-96,20760
6066,-7769,-3446,28533
-2988,6213,9228,-36651
-9684,2538,-2487,-21594
-8941,1683,-5425,-10551
3245,3169,448,8388
8514,5170,-9483,53988
-9408,-2609,7049,-49374
7844,2443,-3251,33282
9412,7994,9540,-387
3833,-8110,120,11136
-2623,-6259,-2852,684
-9290,-8141,-337,-26862
-7414,4717,-2628,-14361
8563,-8618,-7839,49203
9156,-3243,9467,-936
5053,2453,-5550,31806
-3058,-6470,-1275,-5352
-7814,3194,1294,-27327
-1069,-9413,-8010,20820
-5870,1499,-6274,1209
7667,-34,86,22740
-9427,-2993,-261,-27501
-4067,-4985,-7632,10692
-1935,-3860,-1718,-654
-6501,2103,5147,-34947
-4513,-547,-7515,9003
7832,4008,-3053,32652
-2310,-262,-1649,-1986
4448,-2462,-3917,25092
-1573,6849,1190,-8292
9343,-9589,-8940,54846
-6859,-3513,-6747,-339
5527,-7846,5912,-1158
-2283,6899,7997,-30843
-1292,1802,2832,-12375
-8318,-2238,2536,-32565
-6827,-6887,7097,-41775
7742,-6343,4730,9033
5040,-9883,6209,-3510
8649,-7861,8953,-915
6320,-8354,324,17985
2874,-7228,-9896,38307
1285,7351,164,3360
-3926,6305,4562,-25467
-6144,-2802,9231,-46128
-2755,-3684,8214,-32910
8858,9831,-1284,30423
4231,-4452,5465,-3705
-1006,-3228,9983,-32970
7167,-8615,700,19398
4293,110,-3596,23664
-7901,-1179,7566,-46404
3954,8224,-8959,38736
2149,-7439,2869,-2163
8757,-8833,1308,22344
9982,-7507,3609,19116
-401,8194,-3024,7866
-9747,9898,1276,-33072
-9770,-7165,-74,-29091
3152,-2336,-1594,14235
1738,-765,-861,7794
-5978,8099,-4116,-5589
2337,8765,2843,-1521
2294,-5398,7241,-14844
-1295,-9158,-1761,1395
-6297,1052,274,-19716
4840,-6091,-5510,31047
-8253,-9050,-8311,171
9122,-8551,9022,297
6147,-9208,9021,-8625
8494,-4902,-1911,31212
-6973,-7079,-6475,-1497
4098,8343,-9477,40722
660,-9415,4527,-11604
-6349,9656,8675,-45075
2975,-316,-3818,20376
3443,1944,-5385,26481
-5477,-4452,2200,-23034
5784,2837,979,14412
-7670,-6676,9315,-50958
-8374,7820,-9669,3882
-4809,3511,-1039,-11313
-5630,706,7836,-40401
-8843,4354,-30,-26442
5661,6531,626,15102
-8463,-8936,-2273,-18573
9506,8897,4221,15852
-6764,-5254,-295,-19410
2640,3742,-4274,20739
2691,4867,-5399,24267
-798,5372,-5238,13317
-73,896,-7111,21111
9844,3920,4251,16776
8714,4164,-4536,39747
9835,7446,-3830,40992
-3285,-3625,-2047,-3717
6534,-5143,7269,-2208
3440,2534,2187,3756
9179,3020,7282,5688
-4485,4643,7078,-34692
5754,-4578,7281,-4584
9917,1634,3817,18297
8788,-318,4843,11832
5850,-9415,-6521,37110
-7587,9838,8552,-48420
-6425,3883,-7962,4608
-6854,-4604,4437,-33876
7978,8843,-6342,42957
-6661,8892,4900,-34686
6979,-4621,-6371,40047
172,-6398,6585,-19242
5454,-470,-312,17295
1762,-1825,6382,-13863
3608,-5984,-708,12945
-1176,5334,-2977,5400
3225,-3875,7189,-11895
2158,-388,6303,-12438
-2784,-6471,168,-8859
4741,1360,-5266,30018
3290,-9611,-1971,15780
543,3514,-4602,15432
-3070,-986,2464,-16605
-5851,-4491,790,-19926
5021,6462,9931,-14733
-7903,9656,-3870,-12102
-1415,-7747,1302,-8154
-5222,2796,-465,-14274
2564,6018,-8615,33534
-1520,-1645,5617,-21414
-3447,-7102,-8666,15654
6710,-1377,609,18300
-439,3902,6874,-21942
2421,4642,-890,9930
-6248,3979,9327,-46728
248,4971,9438,-27573
-7409,-4879,-1210,-18600
-2475,901,-9794,21954
9956,-6594,-8890,56535
2428,-8368,-5094,22563
-4274,7166,-9887,16836
-4782,-557,-5613,2490
-8823,7962,672,-28488
-6455,-3919,-8146,5070
3936,6502,-9757,41076
-7653,3598,-7502,-456
6982,-2618,7074,-279
5278,-4326,7425,-6444
1073,1622,-1,3219
-3481,-9274,-2817,-1995
-3918,5200,7154,-33219
5762,1913,-7278,39117
-325,2519,-1895,4707
-2610,-4189,-1158,-4359
9716,-6206,3049,19998
511,-908,-3295,11415
-8931,-6680,-1594,-22014
1624,-7409,800,2469
-9110,2806,944,-30165
6746,962,31,20142
7142,8229,3663,10434
1445,683,-4907,19053
-4559,3444,-2182,-7134
-9948,-659,8910,-56577
-2265,7054,6319,-25755
-1284,2478,7064,-25047
-7768,-273,-4781,-8964
7936,-6580,-3884,35457
5958,3309,4083,5622
8274,-8203,325,23844
-7328,4954,4607,-35808
-5747,5263,-4233,-4545
9924,6576,7089,8502
1351,7861,-937,6861
-9526,-2335,9214,-56223
6495,7595,7127,-1899
-6272,-3874,257,-19590
-2019,-2355,3905,-17775
-690,-2532,1579,-6810
-2090,5425,-9761,23010
-8709,-8914,648,-28074
-5508,3870,4595,-30312
-8815,2330,9642,-55374
9580,-6911,6307,9816
1200,2276,9407,-24624
-6823,-1144,3123,-29841
335,7565,-3649,11949
-5706,2306,3472,-27537
9004,2394,7369,4902
-8995,7582,1297,-30879
1936,-2943,7376,-16323
5497,-7439,3866,4890
-5275,-274,-7329,6159
4082,-488,9209,-15384
7096,4176,-585,23040
-6986,-4975,-1120,-17601
8949,3523,-6636,46752
-3231,2126,-1009,-6669
8139,872,1683,19365
8135,1606,2861,15819
-5358,7738,8681,-42120
-6870,-3831,-3830,-9123
-4029,-1115,-105,-11775
8964,489,1544,22257
-1470,-3230,-6012,13623
-8075,9500,-2713,-16089
5177,6412,-7363,37617
2051,6312,1727,969
-707,3250,4190,-14694
6009,1889,7505,-4491
-2400,-2504,-6023,10866
7525,1736,8955,-4293
-4510,-269,-5223,2136
2126,8899,-5066,21573
-8200,5471,2889,-33270
4600,-9614,-6780,34137
6815,-6981,9022,-6624
-1639,-428,-2599,2877
-1363,-6054,-409,-2865
-4797,4131,7801,-37797
-5680,-1910,6355,-36108
-5343,-4677,-1111,-12699
-8225,735,2812,-33114
-7625,7696,-501,-21375
-1585,-9477,9794,-34140
7715,-9264,7334,1140
-5859,-4704,-8787,8781
-6319,-7673,8613,-44799
4659,1001,1093,10695
-316,-638,-2973,7968
-1098,-4521,2434,-10599
-1996,9757,1962,-11877
-9354,1326,7241,-49788
-7021,-8412,2927,-29847
7263,4102,-7398,43980
-8766,-3597,4116,-38649
7691,-1325,-4852,37626
-603,-7291,8506,-27330
3323,-747,-3490,20436
-3026,-778,-3624,1791
-8737,-8671,270,-27024
-1564,-3215,-7964,19197
4002,-6332,-8040,36123
-8053,347,906,-26880
140,-1882,-928,3201
-858,-1600,-8643,23352
-1682,8483,-2221,1614
-9883,4786,5760,-46932
9843,-8634,1982,23580
6537,-2716,-8896,46296
4795,6561,-7926,38160
-2111,6490,7276,-28164
9045,-4145,-4297,40023
-1150,7346,2320,-10413
-8555,6070,-1892,-19992
2335,-5652,-8751,33255
7120,4129,-7865,44952
7419,-8996,373,21135
-9127,464,-490,-25914
3819,1460,-1420,15714
1111,2276,5147,-12111
-676,-5499,6153,-20490
3552,-4669,4132,-1743
1783,-3196,6145,-13089
6836,-776,7902,-3201
1231,1783,9470,-24720
-8612,9670,731,-28032
-4614,6191,-2436,-6537
-299,-3183,-8586,24858
3518,-1630,6030,-7539
2899,2782,7045,-12441
3847,4750,-5987,29499
7493,-2681,7954,-1386
-9893,8890,477,-31113
-8588,-4483,-523,-24198
-4413,-9336,-3099,-3945
6365,2103,-8652,45048
1073,1698,-7032,24312
5572,-5086,7641,-6210
4895,3121,3884,3030
-5823,-6587,-3244,-7740
7427,3339,-4395,35463
-5181,-5557,-4321,-2583
8554,1330,-6046,43797
-516,-236,-2967,7350
1298,-4550,-3264,13683
-2570,7742,4904,-22425
3975,-3032,-8494,37404
3696,-7040,-8203,35694
120,-4593,-3594,11139
-5988,-4082,4057,-30138
-3146,1147,7501,-31944
-9577,5879,810,-31164
6299,-8190,9566,-9804
8710,-7785,-2371,33240
-7809,6235,-7985,525
5486,8248,-3093,25734
-7636,-8113,-3705,-11796
-9031,-3692,-5428,-10812
-4639,-4761,7029,-35007
1372,3426,-9594,32895
5522,5499,8878,-10071
-3613,-1786,-3196,-1254
-6860,9173,280,-21423
-8168,-5244,2111,-30840
737,7012,9131,-25185
-4821,1952,-9909,15261
8597,6512,-5889,43455
-502,-3718,3622,-12375
5773,-3545,-1346,21354
-7630,-5007,5547,-39534
2853,-7851,565,6861
-4769,-1271,8778,-40644
-5162,-7668,-8467,9912
5338,-9865,-7673,39030
5395,-230,-8355,41247
-4858,-3819,2890,-23247
-8772,7385,1420,-30579
-7566,6022,-9509,5826
-4684,5131,-4816,393
6870,6733,7954,-3255
-3532,-532,-6612,9237
5421,9794,-7912,39996
1724,5434,3923,-6600
-1365,1359,8032,-28194
-114,-3819,-7978,23589
6324,3654,-2626,26847
-1548,-5893,-9138,22767
8167,6064,-7533,47097
-9658,-8929,-7279,-7140
-8345,3997,8419,-50295
405,3963,7142,-20214
8725,-1918,8718,18
2874,6909,5519,-7938
-2130,-5341,9142,-33819
-9959,-4359,-9171,-2367
5453,1133,2786,7998
4159,-429,3685,1419
-3816,-7768,8047,-35592
-4084,9958,-4876,2373
9826,9634,2550,21825
-3908,-1118,363,-12816
-9695,-9889,-6729,-8901
-9832,9858,-8641,-3576
-5549,-1424,3080,-25890
-6008,-9486,-2835,-9522
-7297,7103,5869,-39501
9413,-9651,-2885,36891
9143,-3886,9357,-645
8710,-8479,-4425,39402
1159,-3101,-1584,8226
-4537,5519,8093,-37893
-8006,-9777,-5176,-8493
3693,4404,3148,1632
-2465,1987,7185,-28953
-4561,1554,9796,-43074
-3811,-2130,-4450,1914
2055,-7503,2450,-1188
7777,-5521,4341,10305
6426,-4798,8224,-5397
9461,-5341,-2168,34884
8307,6714,6127,6537
531,-3062,-4796,15978
4111,2960,-4917,27081
5871,-7014,3398,7416
-481,-6395,-7698,21648
-9425,8975,-104,-27966
243,5430,2064,-5466
-5282,9095,-7162,5637
9270,-7040,3602,17001
-438,-5832,-4188,11247
1443,1816,-1216,7974
5816,4178,-8431,42738
4235,-7091,-8770,39012
-25,9785,-8008,23946
2638,631,-3021,16974
794,3593,7067,-18822
-8163,-2848,9820,-53952
1404,6373,7431,-18084
-1506,-3053,9613,-33360
1638,-7618,-6164,23403
-5213,-6603,9961,-45525
-2610,-7709,6388,-26997
-7919,9493,1611,-28593
8591,2913,-5995,43755
7156,8247,-5479,37902
-721,3195,5513,-18705
-9211,-1125,-3900,-15936
128,-6647,7657,-22590
-5807,-9117,1370,-21534
-2048,1582,-4137,6264
5019,3126,7875,-8571
4801,-9840,3217,4749
-3850,-3770,3711,-22686
-8454,7829,1838,-30879
-9576,-1206,-107,-28410
1714,9292,-2231,11832
8728,-5750,-3960,38061
-983,-7747,3129,-12339
6064,8725,-8716,44337
-9343,788,6792,-48408
9739,8078,4296,16326
4007,-3419,-1852,17574
-334,-7684,781,-3348
5978,4265,4241,5208
-2488,-1981,2874,-16089
3560,-5617,-2082,16923
-3119,133,3955,-21225
-4052,4005,9848,-41703
-114,-938,-6147,18096
-5935,-428,9983,-47757
-8434,833,6280,-44145
-631,5124,-7376,20232
-6547,-494,8087,-43905
-8762,6681,4037,-38400
-8663,-508,2216,-32640
-2,5671,-6933,20790
3318,-9010,-5341,25974
3528,1440,-6175,29106
1924,4421,1620,909
-4325,5923,-7252,8778
-8777,1625,265,-27129
4913,8702,-2417,21987
5343,139,6725,-4149
1175,8657,3879,-8115
-382,4403,-60,-969
4045,-9780,737,9921
4954,-7084,876,12231
1349,-2644,2898,-4650
3721,5674,3519,603
-4885,-7439,4277,-27489
-7800,8466,8464,-48795
6751,1863,4890,5580
2240,3584,-9915,36462
8516,4519,-9221,53208
-1744,8484,-4204,7377
-6870,-859,9721,-49776
7803,-4623,-8549,49053
9064,9688,3722,16023
-7881,9656,4343,-36675
-1109,1958,3696,-14418
1046,-2530,3680,-7905
4976,-4766,3492,4449
3794,3104,-8077,35610
8604,1978,2825,17334
5950,-8298,-5633,34746
-4213,-5030,8788,-39006
9255,-1961,-175,28287
2961,-4797,8593,-16899
-6181,-3584,3722,-29712
-5231,-885,2787,-24057
-728,8664,9147,-29628
4214,-4088,-4635,26544
5671,-3015,5247,1269
-2801,-7582,6950,-29256
1133,-5174,-3180,12936
-7813,2207,-3873,-11823
601,-6495,449,453
-8246,-2359,-4782,-10395
-5118,-7252,-2612,-7521
-2722,4667,-8904,18543
-2465,-3078,7112,-28734
-7311,42,-1620,-17076
-7844,8574,-4483,-10086
2445,-3084,4591,-6441
-7512,-5528,5317,-38490
7077,-5263,-5602,38034
9212,-6358,7289,5766
-3900,6615,5058,-26877
3480,5585,-9833,39936
-2230,-8628,-5849,10854
-9263,-1549,-6255,-9027
-21,-553,9681,-29109
-146,7352,8793,-26820
785,3117,4375,-10773
1633,9274,4073,-7323
-9722,-1576,5340,-45189
-4083,7441,-4117,99
-4804,3379,4866,-29013
9402,4453,-724,30375
-2079,-7724,-5850,11310
-1355,-4093,3376,-14196
-3213,5269,-1885,-3987
2274,-5180,-2227,13500
5612,677,2493,9354
-2075,424,9660,-35208
-4764,4709,-2603,-6486
-3751,-8971,-7912,12480
-1216,473,-4820,10809
-7383,-8141,-6778,-1818
-1894,3026,-7258,16089
6427,-9772,9519,-9279
4378,-1119,-6195,31716
-1250,-8444,-6382,15393
-2448,9100,3652,-18303
7094,9659,-6862,41865
-1027,1846,-637,-1173
-7422,1941,9374,-50391
7908,9808,2366,16623
8694,-9563,-6855,46644
-4327,433,2903,-21693
-5501,5258,-6503,3003
-2472,2968,-2079,-1182
1061,-3301,3488,-7284
-4730,2139,-9214,13449
-2478,-7410,6287,-26298
-9516,8141,6515,-48096
6218,4601,7169,-2856
3746,4666,1316,7287
-2500,7976,-2620,357
-5606,-7521,-42,-16695
-6147,-1034,3482,-28890
-1517,9203,-9567,24147
-6822,8009,9974,-50391
-7713,-469,-5784,-5790
2118,3521,-7876,29979
-3166,2619,6732,-29697
9199,4661,-9899,57291
-8935,2318,-6120,-8448
4550,7634,6669,-6360
-355,-3681,2105,-7383
6748,-6841,6910,-489
4907,-920,1400,10518
-5415,1123,4353,-29307
4130,3738,-282,13233
-3214,4748,6562,-29331
-6549,-2526,-7036,1458
1596,9941,8889,-21882
-331,2326,3240,-10716
8010,3670,363,22938
8496,8592,-2709,33612
-6720,-7383,5610,-36993
-2814,-8728,-2228,-1761
-8449,7513,4369,-38457
-4416,5065,8475,-38676
6559,-5786,984,16722
-6155,-4238,-470,-17058
-3133,-2872,7295,-31287
-3081,-4161,1235,-12951
-7606,3160,4579,-36558
-6342,-6401,5625,-35904
-6579,-8683,6594,-39522
464,2532,-1331,5382
-8399,8741,4755,-39465
3244,-7513,-3325,19704
4544,-7870,7491,-8844
-4603,4544,-4286,-954
2576,-1558,-1014,10767
-6677,-7000,5701,-37137
8888,1352,-9829,56148
6955,3348,3129,11475
-8822,5666,4622,-40335
7667,3230,9018,-4056
-4179,-7039,-978,-9606
5333,5825,702,13890
-343,-6059,-5821,16431
6165,-9994,3356,8424
-6038,-6541,5465,-34512
5238,9364,-7354,37773
8529,-7384,1752,20328
6137,1364,9359,-9669
-3120,-9753,-584,-7611
7360,4443,-2728,30261
8442,5333,7908,1599
-5642,8686,4786,-31287
-2677,4062,-6993,12945
1198,-9961,-338,4605
-8013,-6546,-2001,-18039
-6117,-9259,-7355,3711
-3038,1525,4028,-21201
-3748,8320,1226,-14925
4260,3413,1723,7608
-5086,5978,5586,-32019
4647,9809,6109,-4389
9044,5724,7927,3348
-4214,-89,-9976,17283
-5826,1584,8428,-42765
-7960,-2822,9825,-53358
-1606,-7778,-8825,21654
-8467,8874,-409,-24177
4997,-9574,-3641,25911
-1121,6833,-3072,5850
-705,-8835,1311,-6051
7142,-6596,3567,10722
8944,6840,7575,4104
5974,-1184,-923,20688
964,-2231,-6540,22509
7693,-5087,1049,19929
-9612,-1690,8401,-54042
-4405,7323,31,-13311
4914,-3624,-4073,26958
-4330,-1752,-712,-10857
-4995,-569,1849,-20535
-9939,-8963,-853,-27261
9211,4443,2502,20124
7744,5380,8536,-2379
1280,9651,8248,-20907
2601,4303,-8346,32838
804,5347,-7216,24057
-5342,2268,-2290,-9159
3382,7207,241,9420
-6962,-7802,-9137,6522
1311,7573,-6360,23010
